Geneid	Chr	Start	End	Strand	Length	0h	24h	48h	72h	120h	168h	NPC
Fmr1nb	chrX;chrX;chrX	68761838;68761838;68761838	68804560;68804560;68804560	+;+;+	42723	0.534412796695963	0.232737094083467	0.113013634004812	0.0770249091948301	0.0516404962028053	0.0369883040935673	0.0307548928238583
Aff2	chrX	69360330	69868037	+	507708	0.545720229349402	0.319504857184283	0.270284796099291	0.120833333333333	0.0352043186111082	0.0189666246695818	0.00341458647102914
Ids	chrX	70343069	70365085	-	22017	0.452759997707167	0.261915655690352	0.140839766522312	0.0547677334607117	0.0309353281341185	0.00571935362225729	0
1110012L19Rik	chrX	70385912	70389416	+	3505	0.56703146374829	0.353030303030303	0.125263157894737	0.0874384236453202	0.0454545454545455	0	0
BC023829	chrX	70460055	70477043	-	16989	0.478160607704829	0.248484203808106	0.0532882462686567	0.070771001150748	0.00793650793650794	0.00892857142857143	0.00574712643678161
Mamld1	chrX;chrX	71050255;71050255	71154717;71154717	+;+	104463	0.329788084766094	0.210687022900763	0.401176470588235	0.320574162679426	0.0673890608875129	0.00911554570091156	0.00210084033613445
Mtm1	chrX;chrX;chrX;chrX;chrX	71210766;71215005;71215005;71215005;71215081	71315295;71315295;71260810;71315295;71315295	+;+;+;+;+	104530	0.476159661302176	0.227728253832688	0.12837528604119	0.0729226601457614	0.0323266219239374	0.0230096785670857	0.00380710659898477
Mtmr1	chrX	71364759	71419196	+	54438	0.488133587535336	0.246383701188455	0.179964227070138	0.0910591386129364	0.0396800419617099	0.00396825396825397	0.00461161415849734
Cd99l2	chrX;chrX	71420059;71420059	71492849;71492849	-;-	72791	0.577001118504072	0.186739350912779	0.108184257602862	0.0565801363673704	0.0211652402896643	0.00716186551880603	0
Hmgb3	chrX	71555992	71560654	+	4663	0.485714285714286	0.261134422850412	0.153212958045672	0.0949748458062132	0.0635690235690236	0.0666666666666667	0.0815545776960462
Vma21	chrX;chrX;chrX	71816079;71816757;71816757	71824706;71824706;71824706	+;+;+	8628	0.428205702343633	0.311987704918033	0.225008753501401	0.119326849733028	0.0468045112781955	0.00937234944868533	0
Prrg3	chrX	71963020	71972728	+	9709	0.622615039281706	0.417748917748918	0.0988235294117647	0.0434782608695652	0.05625	0.0217391304347826	0
Gabre	chrX	72257431	72274721	-	17291	0.543649667265903	0.187338325391423	0.175403225806452	0.0666666666666667	0.0750830564784053	0.0158730158730159	0
Gabra3	chrX	72432675	72656246	-	223572	0.763584117032393	0.270817980840088	0.0742042166184374	0.0252128902988813	0.00536570743405276	0	0.0186225987752705
Cetn2	chrX	72913564	72918344	-	4781	0.493734335839599	0.332080200501253	0.152380952380952	0.0263157894736842	0.0238095238095238	0.0294117647058824	0.05
Nsdhl	chrX	72918520	72958528	+	40009	0.469761531809356	0.289289504819571	0.154213158559925	0.0820719387354659	0.0131914210448179	0.00825824793479345	0.00401325338018486
Zfp185	chrX;chrX	72987338;72987338	73031543;73031543	+;+	44206	0.509593732087454	0.217856770561868	0.151914909395849	0.0595898140424906	0.0106156501726122	0.00474274756327619	0
Pnma5	chrX	73033980	73037103	-	3124	0.597182121215876	0.440655011563639	0.333304216165851	0.276035194612579	0.227960102960103	0.227777777777778	0.342568448500652
Zfp275	chrX;chrX	73342619;73342620	73359080;73359079	+;+	16462	0.492893486818356	0.319023400841583	0.229539481917157	0.118207941483804	0.0414781297134238	0.0109127180074661	0.0014792899408284
Haus7	chrX;chrX	73437314;73437314	73459029;73459029	-;-	21716	0.495792482355571	0.348260260093545	0.290938517051083	0.202014797603033	0.0370361445783133	0.0215505029040941	0.00450459291826961
Dusp9	chrX	73639440	73643514	+	4075	0.523809523809524	0.248185117967332	0.0662878787878788	0.0634920634920635	0.023037323037323	0.0214296647788152	0
Slc6a8	chrX;chrX;chrX	73673132;73673132;73673132	73682500;73682500;73682500	+;+;+	9369	0.583748133399701	0.39010989010989	0.301315142576205	0.261886886886887	0.0891176470588235	0.0246794871794872	0
Bcap31	chrX	73686182	73716175	-	29994	0.508607268365786	0.276645563617395	0.240658114891244	0.158336452053106	0.0801851433914207	0.0251387926304542	0.0098388162912493
Abcd1	chrX	73716596	73738287	+	21692	0.523235567249652	0.233913431503793	0.284736842105263	0.155651340996169	0.0256410256410256	0.0733618233618234	0.0389401846647933
Idh3g	chrX	73778962	73786897	-	7936	0.514853540840702	0.395819768493398	0.400864299992861	0.297984710557923	0.161911911911912	0.0428568667620115	0.00629496402877698
