Geneid	Start	EDM_start	EDM_final	EDM_rate	EDM_halftime	ResStError
Rp2h	20364480;20364480;20364480;20364480;20364480	0.538478997509241	0	2.56731360241438	1.77952618512672	0.0408074701179756
Jade3	20425687;20425687	0.589932077167619	0	2.10239872715443	1.45727175013991	0.0361481850853331
Ndufb11	20615325	0.466715820518222	0	3.85254391145215	2.67037995020644	0.0920839671140044
Rbm10	20617502;20617758;20617758	0.480876497442763	0	3.87651997348589	2.68699889000606	0.0777360757816003
Uba1	20658301;20658301;20658503;20662895	0.558843953603238	0	3.8760797279784	2.68669373507379	0.0508815199153061
Cdk16	20688492	0.54537912726066	0	3.34988903995715	2.32196614323496	0.0946797575782646
Usp11	20703908	0.534327956345882	0	2.26857732846285	1.57245797910623	0.0531047992775876
Araf	20848542;20848542	0.523976235513197	0	3.68017155388228	2.55090053655042	0.0688626249709952
Syn1	20860510;20860510	0.582909990382057	0	2.77678955496261	1.92472385103064	0.108138465716439
Timp1	20870165;20870165	0.692828910220215	0	2.87761640767384	1.99461169971216	0.0919335733952916
Cfp	20925534	0.360678475085255	0	2.5845076798605	1.79144421143083	0.0432650522204321
Elk1	20933394	0.529916223763625	0	2.39099063067982	1.65730841440096	0.051517608426225
Uxt	20951664	0.511370032646628	0	3.20413214487937	2.22093516236463	0.0687178042033426
A230072C01Rik	20961675;20962113	0.506158913910023	0	2.30159786659462	1.59534607201285	0.0634380319896021
Zfp182	21026183;21026183	0.539607788945942	0	3.30741743958531	2.29252707318335	0.0754481033682547
Zfp300	21079149	0.473692403486924	0	1.61694067918368	1.12077787290885	0.0816949144722736
Gm6938	21312209	0.739145658263305	0.089287358739056	2.09673994804341	1.7632444799794	0.147712812601398
Klhl13	23219270;23219270	0.322861131018247	0	2.3069623974075	1.59906448142082	0.0238236396320839
Wdr44	23693116	0.540189125295508	0.183623017950394	4.16744395734946	5.90403560864821	0.122331989878276
Dock11	35888831	0.561316522642489	0	2.61221569459165	1.81064994372065	0.0747682040597461
Il13ra1	36112138	0.543801391524352	0	1.63063900981036	1.13027283216111	0.0856382009474339
Pgrmc1	36598224	0.420807453416149	0	2.54223941582561	1.76214608338788	0.102470337095911
Akap17b	36608182	0.517763815853147	0	1.81804250138214	1.26017103397118	0.0497231661873633
Slc25a5	36795651	NA	NA	NA	NA	NA
Upf3b	37091833	0.527261493669172	0	2.92090788099405	2.02461906238635	0.0545087240592529
Nkap	37126762	0.514706472855766	0	4.65184325764413	3.22441203844281	0.0730808895526613
Zbtb33	38189792;38189792	0.49047619047619	0	2.72772343489029	1.8907138082415	0.20319574308777
Lamp2	38401356;38405048;38419502	0.500691632928475	0	2.15027477490829	1.49045689765685	0.0513647083431263
Cul4b	38531620;38531620	0.495648654118599	0	1.6525526221889	1.14546219079718	0.135968571156136
Mcts1	38600657	0.24718045112782	0	3.31345459979054	2.29671171375819	0.130403136380876
Gria3	41401300;41401300;41401300;41401528	0.519777265745008	0	1.51899675341967	1.05288831691256	0.0620037605944663
Thoc2	41794993	0.512414467253177	0	2.42074843098106	1.67793494977943	0.0327560098727013
Xiap	42067835	0.527958783910178	0	1.7932896370149	1.24301365582424	0.0439978900153062
Stag2	42149411;42150700;42201854	0.502929829543487	0	1.80020633409487	1.24780794490401	0.036880607192486
Tenm1	42532392	0.45982905982906	0	2.76323713927667	1.91533003230815	0.214776072103266
Smarca1	47809369;47809369	0.460606060606061	0	0.681876217109271	0.472640577380171	0.0330935327209127
Ocrl	47912455	0.446065399213423	0	1.57891729906466	1.094422074184	0.0304230811006327
Xpnpep2	48108724;48108724	0.527591780189333	0	2.58911193523753	1.79463563806399	0.155218212190029
Zdhhc9	48171970	0.644832597070449	0	2.77666330304193	1.92463633986778	0.0529095895021602
Utp14a	48256933	0.617766230287998	0.0896622785320992	4.182215061969	3.67706008693059	0.0661856731519591
Bcorl1	48341357	0.631192952182008	0	2.19817316577399	1.52365753223877	0.0790612340585969
Elf4	48411048	0.559335963182117	0	1.59822506064036	1.10780519468311	0.059147038407055
Aifm1	48474943;48474943	0.542467397976997	0	1.66443199222159	1.15369634264217	0.0165827704756076
Zfp280c	48541625;48541625;48541625;48541625	0.582497287718093	0	1.28188293020798	0.888533538881579	0.0243928133655595
Slc25a14	48623577;48623577;48623577;48623673;48623673	0.514131912002039	0	1.77793858105496	1.232373114667	0.0383865723591865
Rbmx2	48695003	0.688420908217863	0.117702469436398	3.37013674493658	3.11439657830916	0.0961733428467584
Enox2	49009706;49009706;49009706;49009706;49009706;49009706	0.524452015395677	0	1.96556325754792	1.36242463018156	0.0210220202355195
Igsf1	49782536;49782536;49786348;49792966	0.387132352941176	0	0.72615487218075	0.503332202301954	0.0310692599656828
Firre	50555743;50563119	0.636647023645789	0	1.41962860092277	0.984011562171875	0.120403995700502
2610018G03Rik	50841435	0.489006243367964	0	0.952062995482771	0.659919781034337	0.0617137768103921
Mbnl3	51113493	0.618037135278515	0.134113096617441	1.09559296760255	1.11496555699217	0.0733112547116649
Hs6st2	51386636;51386636;51386636;51386636	0.505994380059743	0	1.18969335316256	0.824632593475538	0.0426027599451635
Gpc4	52053017	0.450790596897034	0	1.01813362649031	0.705716452635029	0.0468557410334438
Gpc3	52272426	0.500617043192705	0	0.945281998156258	0.655219551856079	0.0134426096617951
Kis2	52742562	0.364284347493303	0	0.783944872187758	0.543389177871371	0.0337490882071413
Phf6	52912213;52912213	0.458099982652129	0	1.3145817599516	0.911198640525983	0.0280406366331793
Hprt	52988077	0.572580528131031	0	2.20281425912428	1.52687449300924	0.0374655216338134
C430049B03Rik	53053111;53053111	0.772394581603671	0	1.98654517614502	1.37696818789988	0.0949163461723249
Fam122b	53243414;53243414;53243414	0.550089862589863	0	1.21914632427785	0.845047837363213	0.0425247137758073
Mospd1	53344593;53344593;53344593	0.549131911076943	0	1.80609948739245	1.25189276749684	0.118181868972792
Zfp449	56346399	0.549940262843489	0	2.36208969902895	1.6372758151116	0.0731798070567951
6330419J24Rik	56374585	0.602585487906589	0	2.50017971539012	1.73299252061583	0.137902022731716
Ddx26b	56454838	0.499139908256881	0	1.69550399848869	1.17523381618055	0.0179828869217797
Mmgt1	56585511	0.495889675993707	0	3.291015754754	2.2811582915861	0.0474638033006615
Slc9a6	56609834	0.523710326511166	0	2.04056657483128	1.41441296808917	0.0468603665912121
Fhl1	56731760;56731956;56779682;56786526	0.537298649746348	0	1.0485490615634	0.72679882570145	0.0251290107848267
Mtap7d3	56797952	0.323940795955961	0	0.631463242697092	0.437696966302729	0.0185533129486777
Htatsf1	57053569;57053833	0.588360778075628	0	2.51919725703659	1.74617447598926	0.0427691338992988
Arhgef6	57231484	0.439186991869919	0	1.11851825181176	0.775297772648158	0.0639631364290497
Rbmx	57383347;57386029;57386029	0.514803671081826	0	1.41713125858376	0.9822805363707	0.0339994809388634
Gm364	57409148	0.466111642597907	0	1.09643310322433	0.759989514172537	0.0164624787587917
Zic3	58030627	0.52952178498451	0	1.38317910388417	0.958746696066742	0.067930238794827
Fgf13	59062145;59062145;59062145	0.514045658288665	0	1.06469192428298	0.737988205481692	0.0261498479383278
Mcf2	60055955;60055955;60055955	0.477861324050897	0	1.50153414226596	1.04078415722615	0.102718607421643
Atp11c	60223289;60223289	0.503892035472017	0	1.88557653253299	1.30698205725524	0.0279892862564192
Fmr1	68678540;68678540	0.490710652125832	0	2.62311719575559	1.8182062885163	0.0368989610895234
Fmr1nb	68761838;68761838;68761838	0.534412796695963	0	1.3355318567652	0.925720141064792	0.0483568001297984
Aff2	69360330	0.545720229349402	0	2.1884235915362	1.51689964234419	0.0565892592555157
Ids	70343069	0.452759997707167	0	1.67940466285665	1.16407460707831	0.0218141218299147
1110012L19Rik	70385912	0.56703146374829	0	1.64651026927773	1.14127395091285	0.104091292963125
BC023829	70460055	0.478160607704829	0	1.28739087024012	0.892351351985554	0.0523248465992754
Mamld1	71050255;71050255	0.329788084766094	0	6.05295271205829	4.19558710642587	0.17955646509253
Mtm1	71210766;71215005;71215005;71215005;71215081	0.476159661302176	0	1.50215344588594	1.04121342578424	0.0331995510040644
Mtmr1	71364759	0.488133587535336	0	1.76992811238337	1.22682068089232	0.0608002662129646
Cd99l2	71420059;71420059	0.577001118504072	0	1.03048864246048	0.714280297120529	0.040432316049183
Hmgb3	71555992	0.485714285714286	0	1.83974664483504	1.27521519981203	0.0899097340126522
Vma21	71816079;71816757;71816757	0.428205702343633	0	2.61384876800335	1.8117819039516	0.0514216269638605
Prrg3	71963020	0.622615039281706	0	1.52913800277453	1.05991769531023	0.104934761969682
Gabre	72257431	0.543649667265903	0	1.34944003203595	0.935360553540442	0.0960267795035125
Gabra3	72432675	0.763584117032393	0	0.927134931160467	0.642640963532517	0.0444536908668658
Cetn2	72913564	0.493734335839599	0	1.72146976739921	1.19323191569195	0.169435635053184
Nsdhl	72918520	0.469761531809356	0	1.81153669775781	1.2556615545317	0.0324547744675825
Zfp185	72987338;72987338	0.509593732087454	0	1.38873417447801	0.962597177586679	0.035444436448687
Pnma5	73033980	0.597182121215876	0.262172497045781	1.2921660576209	2.86742066619146	0.0870140018299941
Zfp275	73342619;73342620	0.492893486818356	0	2.2728110466093	1.57539256890273	0.0369379272309276
Haus7	73437314;73437314	0.495792482355571	0	2.93129158684772	2.03181649882258	0.0615355239182387
Dusp9	73639440	0.523809523809524	0	1.22250807590305	0.847378026023963	0.0598222399111657
Slc6a8	73673132;73673132;73673132	0.583748133399701	0	2.97015974129562	2.05875785049171	0.0790187883665795
Bcap31	73686182	0.508607268365786	0	2.39511239049086	1.66016540059293	0.0578702410238767
Abcd1	73716596	0.523235567249652	0	2.27808634732465	1.57904912872019	0.117534107006208
Idh3g	73778962	0.514853540840702	0	4.56517563157167	3.16433861778485	0.0837454882575438
Ssr4	73787027;73787142	0.52576563236185	0	4.72209175739242	3.27310458798191	0.0943182220084489
Pdzd4	73793356;73793356	0.56748971549987	0	1.45677060805447	1.00975643969555	0.0760996882631056
L1cam	73853779	0.37202380952381	0	2.05936214520376	1.42744106469987	0.118126880964808
Arhgap4	73894351;73894351;73894351	0.491534391534391	0	1.62956132709595	1.12952583942608	0.114213260794892
Naa10	73916869;73916869	0.514171909415846	0	3.06513017560816	2.12458633927201	0.0556252806754947
Renbp	73922120;73922120	0.528421368547419	0	3.38660742415238	2.3474173877146	0.0794354489016291
Hcfc1	73942791	0.461436236070986	0	2.61574299031622	1.81309487880713	0.0465726879531719
Irak1	74013913;74013913;74013913;74013913;74013917	0.541009724125407	0	1.84300188416063	1.2774715597726	0.0624421723109921
Mecp2	74026823;74026823	0.504732071278929	0	2.56620595504317	1.77875842247432	0.03000073094342
Flna	74223460;74223460	0.521052815593666	0	1.56824486874433	1.08702450919773	0.0369573723346082
Emd	74254686	0.424873737373737	0	2.93249396092442	2.03264992102383	0.0774169817891171
Rpl10	74270815	0.63673003510522	0.212948354519055	2.55174831684823	3.55024156787412	0.0736682371727354
Dnase1l1	74273216;74273216	0.55	0	1.44678211465198	1.00283294365557	0.130947843299173
Taz	74282717;74282717;74282717;74282717;74282717	0.538558626782784	0	2.96479149875811	2.05503686831228	0.0581937066682816
Atp6ap1	74297096	0.208811699358924	0	2.01461330447207	1.39642353191337	0.0399340547246906
Gdi1	74305011	0.510362659592996	0	2.04665476348693	1.41863297889055	0.0633861030206725
Fam50a	74313032	0.454759537390758	0	1.78652101454258	1.23832200424128	0.0613549781103568
Plxna3	74329065	0.560150275415798	0	1.34962421649498	0.935488220478925	0.0274358617579715
Ubl4	74365717;74365717	0.586189516129032	0	1.43075960584193	0.991726986848392	0.0798454172909195
Fam3a	74384719	0.485033259423503	0	2.52214053460383	1.74821460053659	0.0933173122427794
Ikbkg	74393290;74393290;74424611;74424611;74429314;74429680;74429680	0.46837510105093	0	2.30118360860998	1.59505893025877	0.0362220595423466
G6pdx	74409485	0.514665374413385	0	2.08380749039655	1.44438528679807	0.0441077565487688
Gab3	74988544	0.647857142857143	0	2.08421914252769	1.44467062231213	0.0662333432695632
Dkc1	75095853	0.408178840560923	0	3.39969165530489	2.35648668564776	0.0622065377393494
Mpp1	75109732	0.565567765567766	0	2.54437383133859	1.76362554748285	0.0442099982597141
F8	75172714;75172714;75172714	0.738293650793651	0	2.64325057016701	1.83216168022473	0.138328204488936
Fundc2	75382398	0.548045130722296	0	2.17637320764127	1.50854695272275	0.0832128646812471
Mtcp1	75404846;75410441	0.536006781429317	0	2.48650899949135	1.72351670243436	0.0673461294481372
Brcc3	75416627;75416627;75416627	0.505530718224857	0	3.29222916563722	2.28199936391866	0.0629398396246073
Vbp1	75514296	0.51828551060417	0	3.06611692355268	2.12527030082767	0.0460201443168808
4933407K13Rik	75725457	0.493934581706698	0	2.59417548438093	1.79814542287637	0.0576996077681058
Pls3	75785653;75785653;75785653	0.447566269396772	0	0.847073173111217	0.587146381670004	0.0333855519877068
Mir669m-2	77164402	0.836904761904762	0.0930787364255824	3.37676382475054	2.79201967349026	0.223379222297414
Tbl1x	77511226	0.527823315685266	0	1.34617170983405	0.933095125221029	0.0602332637493656
Prkx	77762029	0.528663973251602	0	1.99591411621112	1.38346224229153	0.0540865924650008
Prrg1	78449609;78449609;78449609	0.533583705878147	0	1.20656400660698	0.836326439344737	0.0201957455340273
Gm7173	79482567	0.447572815533981	0	0.838656960478187	0.581312707612429	0.0671356809177573
Tmem47	81070643	0.57964102769253	0	1.78431326108474	1.23679170615661	0.031424669933229
Dmd	82948869	0.470149562697304	0	0.728867158682262	0.50521221604335	0.0361979005957354
Tab3	85574021	0.551961923823735	0	1.80523090294292	1.25129071063457	0.0330200713073131
Gyk	85701936;85701936	0.650667212879342	0	1.35107285617212	0.936492340986775	0.0250886301653331
Nr0b1	86191774	0.40851487222455	0	0.604991803501371	0.41934836285885	0.0370952391605585
Pola1	93304765	0.534091199491314	0	1.86306533084428	1.29137848127369	0.0364944030510303
Pcyt1b	93654862;93675111	0.501581773248185	0	0.926399727632879	0.642131359280233	0.0242718226462969
Pdk3	93764615	0.519688866229049	0	0.980141287844771	0.679382170219996	0.0230614231904278
Zfx	94074630;94074630	0.599672036955895	0.210453668762113	1.74169426612561	2.56241075605592	0.0768954285094799
Eif2s3x	94188708	0.48225709168007	0.160207924714824	2.54258849090507	3.51191358281697	0.0522796238686913
Klhl15	94234929;94234929;94234929;94234929	0.505360699641618	0	1.20499872365965	0.835241467883017	0.0496054251886154
Apoo	94367109;94367153;94367153;94367153	0.56861833952912	0	2.4644775950361	1.70824569655243	0.0666710701345932
Gm14827	94442731	0.524122807017544	0	2.92911323604361	2.03030658110445	0.135271358043789
Maged1	94535473	0.494367339581831	0	1.16334194336459	0.806367188070292	0.0625590297894877
Gspt2	94636068	0.479537366548043	0	1.2324631382677	0.854278349434321	0.0509010766424554
Zxdb	94724568	0.599033816425121	0	0.889148041009662	0.616310457726246	0.0795348965262794
Zxda	94791284	0.58735332464146	0	1.17849417366417	0.816869913781646	0.102871791466259
Spin4	95022506	0.41995841995842	0	1.33455030318742	0.925039779969779	0.0917109826370257
Arhgef9	95048934;95048934;95048934	0.426836321573164	0	0.860451790213896	0.596419732394521	0.0670850785163235
Amer1	95420313	0.51857108835437	0	1.545643141548	1.07135818571582	0.0352958926447786
Zc4h2	95639193;95639193;95639193	0.474927536231884	0	1.47270974453818	1.0208046072098	0.103469251960178
Zc3h12b	95711677	0.567037443925661	0	1.6440009042734	1.13953459163511	0.0658379427069019
Las1l	95935312	0.408112346735101	0	1.84592125200967	1.27949511136619	0.0335940357007923
Msn	96096044	0.549405772283774	0	1.24230418002077	0.861099639779233	0.029679888988997
Heph	96455435;96455435;96456345;96456345	0.344965675057208	0	0.697856135471567	0.483717012738575	0.0567708721391273
Eda2r	97333840;97333840;97337774	0.480080257363961	0	2.85167581981407	1.97663105437509	0.0292889618004854
Ar	98149749	0.417617125811546	0	0.715629706725108	0.49603671354145	0.0215467570449309
Ophn1	98557514	0.519266906906472	0	1.09538904397742	0.759265827449204	0.017797790050257
Yipf6	98937780	0.485609144802741	0	3.06142747826422	2.12201982504759	0.0513406580226229
Stard8	99042580	0.304764187067947	0	0.476090554895138	0.330000825816785	0.024248236905988
Pja1	99465733;99465733;99465733;99465733	0.492492492492492	0	1.36423197429584	0.945613546612888	0.089601418248259
Tmem28	99821068	0.432409502262443	0	0.705424691846133	0.488963136250517	0.035759804442152
Eda	99975605;99975605;99975605;99975605;99975605;99975605;99975605;99975605;99975605	0.462530425769396	0	0.859137649151962	0.595508839222583	0.0102332703634613
Awat2	100402221;100402221	0.480270821199767	0	1.30589107187816	0.90517471459075	0.0597070235811908
Igbp1	100494290	0.519955573056072	0	3.3484618963694	2.32097692268085	0.0420514928878984
Pdzd11	100622905	0.461111111111111	0	1.416607384606	0.981917414600046	0.049259351085622
Kif4	100626064	0.519121646786313	0	1.78929991142658	1.24024818878149	0.03458707829313
Dlg3	100767721;100767721;100767721;100774494;100777270	0.571315174516412	0	0.988683977101742	0.685303511192862	0.0370035218185297
Tex11	100838647;100877881	0.48952850877193	0	0.821379107695463	0.569336612669954	0.105155123389454
Slc7a3	101079220	0.504735323380416	0	1.34950769642744	0.935407454922629	0.05639896730214
Snx12	101097785;101211960;101211960	0.522970364058831	0.123407202022416	1.51341703964191	1.60808620520128	0.0583358648577877
Foxo4	101254527	0.583333333333333	0	1.55817054266448	1.08004151847945	0.108219903531072
Med12	101274090	0.46568382475429	0	1.5707678103362	1.08877327904885	0.0705364327882769
Zmym3	101404383;101404383;101414929;101414929;101414933	0.523332599603786	0	1.37300302578702	0.951693176224546	0.0821788893486948
Nono	101429650;101429650	0.573885350318471	0.236350347828429	1.05001279726953	1.99278703679397	0.0451197460998574
Itgb1bp2	101449108	0.524022098357421	0	1.12672465369228	0.780986016974187	0.0380375433009925
Taf1	101532734;101532734	0.374071188729485	0	4.7545970430655	3.2956355350995	0.067346528472603
Ogt	101640050;101640217	0.500276388646905	0	3.30577149308373	2.29138619000643	0.0303900803416746
Nhsl2	101849384	0.468191917372245	0	0.467048471630071	0.323733331295215	0.0443079558592335
Pin4	102119464	0.613848980955563	0	5.64029784883612	3.90955655143907	0.0973730743184183
Ercc6l	102142819	0.587623651079137	0	2.1176104604097	1.46781572015723	0.0569010546349118
Rps4x	102184942	0.482373658725698	0	2.56227216421743	1.77603172645454	0.0311624374862018
Hdac8	102284639	0.556025291379315	0	1.38926281965183	0.962963606498421	0.0209226912886829
Phka1	102513974;102513974	0.504435009875468	0	0.728102774842046	0.504682385539638	0.0341616657202854
Nap1l2	103184058	0.327648867766285	0	1.01232702368815	0.701691622274079	0.0465291137768792
4930519F16Rik	103232280	0.348992160850407	0	2.44297520754703	1.69334137728907	0.136972441822638
Chic1	103356475	0.535228588503343	0	1.67078508127689	1.15809996840869	0.0425942546961746
