Geneid	Halftime	Starts_numeric	Dist_Xist	InitialTPM	Distance_Xist	Expression_group	SilencingRate	SmcHD1_dependence
Acsl4	24.5262265654003	142317992	38834759	172.091544432346	intermediatedistXist	highexpressed	mediumsilencing	MEF_escapee
Aff2	23.1356705061077	69360330	34122903	7.49441226654912	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Aifm1	21.61962898728	48474943	55008290	234.124000408382	farfromXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Akap17b	28.942467732609	36608182	66875051	55.1442731590519	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Alg13	53.8559414340143	144317965	40834732	642.159149695709	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Amer1	20.4253179402814	95420313	8062920	19.0418484904214	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Ammecr1	30.4069597376558	142853473	39370240	119.575065696057	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Amot	18.0171442631381	145446423	41963190	9.08693540054	intermediatedistXist	lowexpressed	fastsilencing	MEF_escapee
Ap1s2	35.279681269587	163909016	60425783	556.021975920305	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Apex2	15.3386624719352	150571506	47088273	39.5811091365142	intermediatedistXist	mediumexpressed	fastsilencing	MEF_escapee
Apoo	41.2647768017547	94367109	9116124	57.0142224907676	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Apool	NA	112311407	8828174	380.5814178689	neartoXist	highexpressed	NA	NA
Ar	16.6648175088424	98149749	5333484	2.65168633878725	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Araf	52.089084854356	20848542	82634691	138.61501508312	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Arhgap4	40.4146269058583	73894351	29588882	3.75735248393307	neartoXist	lowexpressed	slowsilencing	SmcHD1_dependent
Arhgap6	22.9129587960041	168795098	65311865	1.48843092098459	farfromXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Arhgef6	17.0189014924664	57231484	46251749	8.88652549481469	intermediatedistXist	lowexpressed	fastsilencing	NA
Arhgef9	14.8128765423926	95048934	8434299	4.19950874050411	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Armcx1	16.4237056270935	134717937	31234704	127.655028860046	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Armcx2	14.0708707185731	134804141	31320908	94.2595763529688	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Armcx3	15.5639701103706	134756567	31273334	4.46941507902	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Armcx4	15.2837024069081	134686518	31203285	9.62881919107975	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Arxes2	26.2781506548064	135993819	32510586	171.500284780613	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Atp11c	33.9855897630805	60223289	43259944	180.329024307111	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Atp6ap1	NA	74297096	29186137	95.725308570214	neartoXist	mediumexpressed	NA	SmcHD1_dependent
Atp6ap2	55.8738293573147	12587758	90895475	434.392168687738	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Atp7a	24.9983191776437	106027223	2543990	50.1346287087233	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Atrx	31.21942950447	105797614	2314381	612.096011853551	neartoXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Awat2	25.9895378782136	100402221	3081012	3.77273461089564	neartoXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
BC023829	23.8294607059591	70460055	33023178	22.1038352582113	intermediatedistXist	lowexpressed	fastsilencing	NA
BC065397	43.5007302359321	136742956	33259723	75.1153550998898	intermediatedistXist	mediumexpressed	slowsilencing	NA
Bcap31	39.5042120143329	73686182	29797051	308.676235817985	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Bcor	42.2643067106971	12036737	91446496	6.6129409271615	farfromXist	lowexpressed	slowsilencing	SmcHD1_not_dependent
Bcorl1	19.7864262202191	48341357	55141876	2.78670719777808	farfromXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Bex1	17.4506388085986	136213971	32730738	2740.69052258907	intermediatedistXist	highexpressed	fastsilencing	NA
Bex2	30.457505223727	136066564	32583331	242.558960258123	intermediatedistXist	highexpressed	mediumsilencing	NA
Bex4	NA	136139044	32655811	705.899546542491	intermediatedistXist	highexpressed	NA	NA
Bhlhb9	35.0844269873014	135885850	32402617	204.397294379265	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Brcc3	49.7349938412318	75416627	28066606	189.202083576906	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Brwd3	30.343207331437	108742207	5258974	81.7969017066182	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
C330013F16Rik	18.0701095348794	139240225	35756992	45.5183934869123	intermediatedistXist	mediumexpressed	fastsilencing	NA
C430049B03Rik	24.4054888003435	53053111	50430122	8.35983592262403	intermediatedistXist	lowexpressed	mediumsilencing	NA
C77370	19.6787847025227	104077434	594201	57.2034916815042	neartoXist	mediumexpressed	fastsilencing	NA
Capn6	18.1602488668474	143802236	40319003	2.20182941000913	intermediatedistXist	lowexpressed	fastsilencing	NA
Car5b	30.2164857438035	163976821	60493588	2.47442470083948	farfromXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Cask	36.2644527719983	13517080	89966153	52.490065622325	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Ccdc120	34.838792089177	7731713	95751520	5.68228228554951	farfromXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Ccdc22	43.1110319134038	7593808	95889425	8.74086171530662	farfromXist	lowexpressed	slowsilencing	NA
Cd99l2	16.2193457906401	71420059	32063174	10.3805136331375	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Cdk16	51.685587434535	20688492	82794741	32.0718148121546	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Cdkl5	30.4291107204892	160784307	57301074	68.418213733047	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Cenpi	51.2621616200844	134308162	30824929	376.482626126411	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Cfp	47.475091881742	20925534	82557699	51.4175238673785	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Chic1	29.7558295050909	103356475	126758	99.282462714565	neartoXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Chm	46.08810678603	113040591	9557358	235.659946503175	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Chrdl1	22.7191382124022	143285673	39802440	0.190972435770988	intermediatedistXist	lowexpressed	fastsilencing	NA
Chst7	37.1988372808747	20059569	83423664	4.06478956809885	farfromXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Clcn5	34.0307660863603	7158411	96324822	33.5373525242695	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Cnksr2	23.8436051751569	157821572	54338339	28.3344889867558	farfromXist	mediumexpressed	mediumsilencing	NA
Col4a5	17.1258261496561	141475418	37992185	0.348618107311567	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Col4a6	15.6180613079432	141165402	37682169	0.739121928083689	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Cox7b	33.4952885871683	106015699	2532466	1847.05532204922	neartoXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Cstf2	51.9066847292083	134059175	30575942	193.972732778721	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_dependent
Ctps2	26.5978040773509	162901559	59418326	62.3046884398452	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Cul4b	40.5675059747854	38531620	64951613	1486.81812909897	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Dach2	28.9046878864982	113297509	9814276	14.2491201646523	neartoXist	lowexpressed	mediumsilencing	NA
Ddx26b	30.0105018708635	56454838	47028395	167.016445705737	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Ddx3x	65.4926971168338	13281021	90202212	1011.3618043029	farfromXist	highexpressed	slowsilencing	MEF_escapee
Dgkk	26.9977190101299	6873483	96609750	0.975440598713579	farfromXist	lowexpressed	mediumsilencing	NA
Diap2	37.649265661783	129749741	26266508	191.173101624613	neartoXist	highexpressed	mediumsilencing	NA
Dkc1	48.8124225171508	75095853	28387380	2128.72885926661	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Dlg3	14.9927484509783	100767721	2715512	30.4171829841176	neartoXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Dmd	19.9606389249185	82948869	20534364	76.1496831717674	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Dnase1l1	21.0262291501686	74273216	29210017	5.58782134652548	neartoXist	lowexpressed	fastsilencing	SmcHD1_dependent
Dock11	30.0128043657971	35888831	67594402	112.00177487353	farfromXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Drp2	32.6497523852704	134404779	30921546	0.361090506527345	intermediatedistXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Dusp9	20.6498500134547	73639440	29843793	2.58614872521072	neartoXist	lowexpressed	fastsilencing	NA
Ebp	46.518460317037	8185330	95297903	38.0643659296523	farfromXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Eda	17.6814994513586	99975605	3507628	65.0079157643215	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Eda2r	59.0263118094548	97333840	6149393	384.287829526219	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Efhc2	51.0769908707293	17132048	86351185	20.8846192080936	farfromXist	lowexpressed	slowsilencing	NA
Eif1ax	42.0772371591933	159372194	55888961	2718.87736253862	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Eif2s3x	209.810354976137	94188708	9294525	42.9522749663866	neartoXist	mediumexpressed	slowsilencing	MEF_escapee
Elf4	15.1663485516143	48411048	55072185	4.01390451193557	farfromXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Elk1	41.9797026774786	20933394	82549839	27.0240879332546	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Emd	37.8156448003405	74254686	29228547	74.0630350099385	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Enox2	29.9587235038198	49009706	54473527	64.653718130268	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Ercc6l	32.4284931403993	102142819	1340414	93.2689178172708	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
F8	27.6941611979445	75172714	28310519	7.50806261946913	neartoXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Fam120c	31.8712547103453	151344222	47860989	12.7931646747968	intermediatedistXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Fam122b	17.6621436621261	53243414	50239819	139.958741000963	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Fam199x	23.3812753948815	137049593	33566360	77.1995161524123	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_dependent
Fam3a	38.346023936054	74384719	29098514	5.49465026602844	neartoXist	lowexpressed	slowsilencing	SmcHD1_dependent
Fam50a	42.0539302019467	74313032	29170201	33.0982157890309	neartoXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Fancb	29.4518769821318	164980591	61497358	109.185169454093	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Fgd1	20.7816408079289	151047169	47563936	45.285537567	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Fgf13	20.5719630375513	59062145	44421088	40.5965206864473	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Fhl1	15.9476269541899	56731760	46751473	156.111881184226	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Figf	25.4572446119378	164373547	60890314	14.1645405925054	farfromXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Firre	13.7347515718612	50555743	52927490	184.211393393246	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Flna	27.0680190587771	74223460	29259773	12.473510307058	neartoXist	lowexpressed	mediumsilencing	MEF_escapee
Fmr1	39.8022307712773	68678540	34804693	707.963348266926	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Fmr1nb	16.6495211747156	68761838	34721395	241.165320638602	intermediatedistXist	highexpressed	fastsilencing	NA
Fndc3c1	9.52454330105505	106420042	2936809	3.47990710634651	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Foxo4	21.7899815856708	101254527	2228706	12.2682577097283	neartoXist	lowexpressed	fastsilencing	SmcHD1_dependent
Frmpd4	31.1422447798459	167471305	63988072	0.235337822446376	farfromXist	lowexpressed	mediumsilencing	NA
Ftsj1	57.3853489054937	8238667	95244566	12.6098346601515	farfromXist	lowexpressed	slowsilencing	SmcHD1_partially_dependent
Ftx	29.7247948069169	103560909	77676	16.2260032151787	neartoXist	lowexpressed	mediumsilencing	MEF_escapee
Fundc1	44.0773379953652	17556568	85926665	98.1078727935708	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Fundc2	30.6606599983551	75382398	28100835	196.736842994986	neartoXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
G6pdx	33.4374596738971	74409485	29073748	16.5835798415175	neartoXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Gab3	23.3282223499442	74988544	28494689	5.01073907538479	neartoXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Gabra3	15.4216216114348	72432675	31050558	2.41128704591018	intermediatedistXist	lowexpressed	fastsilencing	NA
Gabre	12.0465467481062	72257431	31225802	24.1611709100213	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Gdi1	38.2103355958587	74305011	29178222	54.1173764101302	neartoXist	mediumexpressed	slowsilencing	MEF_escapee
Gemin8	58.2819350194995	166170479	62687246	69.5133113230659	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Gm14634	35.4465569169725	12762277	90720956	2.56747617123808	farfromXist	lowexpressed	mediumsilencing	NA
Gm14827	30.7487478724359	94442731	9040502	0.146512148563249	neartoXist	lowexpressed	mediumsilencing	NA
Gm364	15.7380010719684	57409148	46074085	83.5869547559446	intermediatedistXist	mediumexpressed	fastsilencing	NA
Gm7173	21.7895339970542	79482567	24000666	6.87174052161394	neartoXist	lowexpressed	fastsilencing	NA
Gm8787	14.4165163505378	79330512	24152721	6.4653718130268	neartoXist	lowexpressed	fastsilencing	NA
Gnl3l	21.6574020814495	150983132	47499899	223.192536075701	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Gpc3	17.4680351434535	52272426	51210807	432.421627124354	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Gpc4	23.2740846060999	52053017	51430216	18.1586571780925	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Gpkow	42.8903222860771	7697133	95786100	27.8483269528358	farfromXist	mediumexpressed	slowsilencing	MEF_escapee
Gpm6b	25.2195918075103	166238942	62755709	1.9614896982345	farfromXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Gpr173	11.3441014369893	152344645	48861412	1.81046503787309	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Gpr64	23.1916352908286	160390689	56907456	2.23132671082653	farfromXist	lowexpressed	fastsilencing	NA
Gprasp1	47.8334125138904	135742691	32259458	143.238527732136	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Gprasp2	26.5497417958671	135839033	32355800	48.566491251338	intermediatedistXist	mediumexpressed	mediumsilencing	NA
Gria3	25.8737295413626	41401300	62081933	11.7010957638504	farfromXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Gripap1	47.1543850658257	7789992	95693241	8.6889803246901	farfromXist	lowexpressed	slowsilencing	SmcHD1_partially_dependent
Gspt2	27.9393441733621	94636068	8847165	48.4967721233859	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Gyk	22.3025273129304	85701936	17781297	212.406522811524	neartoXist	highexpressed	fastsilencing	NA
Haus7	43.0706407578857	73437314	30045919	49.4494371633698	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Hccs	42.7569688946135	169311530	65828297	250.173518054861	farfromXist	highexpressed	slowsilencing	SmcHD1_not_dependent
Hcfc1	43.9445207397254	73942791	29540442	29.1489913762538	neartoXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Hdac6	49.5269944402324	7930121	95553112	16.7331689608033	farfromXist	lowexpressed	slowsilencing	SmcHD1_dependent
Hdac8	25.9616950478715	102284639	1198594	70.5415567302982	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Heph	6.88170664814545	96455435	7027798	4.31533328494625	neartoXist	lowexpressed	fastsilencing	NA
Hmgb3	26.5948048902231	71555992	31927241	69.1435596670921	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Hmgn5	15.1143764051882	109004536	5521303	27.5295328378488	neartoXist	mediumexpressed	fastsilencing	NA
Hnrnph2	21.2818453596508	134601285	31118052	448.364236475302	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Hprt	24.3754466436727	52988077	50495156	1766.35491600521	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Hs6st2	13.9036932817946	51386636	52096597	11.8108417403164	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Hsd17b10	21.1152235296787	152001895	48518662	80.1961597005519	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_dependent
Htatsf1	36.9616364301102	57053569	46429664	294.50703413273	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Huwe1	46.4750212196588	151803281	48320048	223.184422774356	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Idh3g	70.147552462889	73778962	29704271	142.37419071361	neartoXist	highexpressed	slowsilencing	SmcHD1_dependent
Ids	29.5961250712685	70343069	33140164	20.9357373672026	intermediatedistXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Igbp1	54.2148456436174	100494290	2988943	362.026748423767	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Igsf1	19.6366103932667	49782536	53700697	9.9841463683789	intermediatedistXist	lowexpressed	fastsilencing	NA
Ikbkg	48.9276456484151	74393290	29089943	36.2175173829082	neartoXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Il13ra1	24.6361429003527	36112138	67371095	40.6695572933409	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Il1rapl2	60.4761282753491	137571548	34088315	0.387148012756096	intermediatedistXist	lowexpressed	slowsilencing	NA
Iqsec2	18.5800204415008	152144267	48661034	4.99502112651587	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Irak1	36.8775689241011	74013913	29469320	38.4162421254437	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Itgb1bp2	24.9367456433068	101449108	2034125	8.10046584462754	neartoXist	lowexpressed	mediumsilencing	SmcHD1_dependent
Itm2a	15.5328681544556	107397194	3913961	69.9622954767483	neartoXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Jade3	35.2495281339729	20425687	83057546	190.81331758342	farfromXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Jpx	52.4388660052995	103493575	10342	0.649270953739478	neartoXist	lowexpressed	slowsilencing	MEF_escapee
Kcnd1	39.0251006654863	7823842	95659391	1.45437811744979	farfromXist	lowexpressed	slowsilencing	SmcHD1_not_dependent
Kctd12b	25.485203770679	153685153	50201920	16.0724154350948	intermediatedistXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Kdm5c	71.9544459980333	152233226	48749993	29.764775727516	intermediatedistXist	mediumexpressed	slowsilencing	MEF_escapee
Kdm6a	126.677376990895	18162666	85320567	232.593746458767	farfromXist	highexpressed	slowsilencing	MEF_escapee
Kif4	36.7688817513764	100626064	2857169	92.8368117294977	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_partially_dependent
Kis2	18.009864935732	52742562	50740671	9.10436404985556	intermediatedistXist	lowexpressed	fastsilencing	NA
Klf8	13.8646569390655	153238044	49754811	100.251704285008	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Klhl13	78.7393535421968	23219270	80263963	2115.98659325376	farfromXist	highexpressed	slowsilencing	SmcHD1_not_dependent
Klhl15	22.5683460941936	94234929	9248304	42.8687609748828	neartoXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
L1cam	22.4532906878142	73853779	29629454	0.611324868856543	neartoXist	lowexpressed	fastsilencing	NA
Lage3	43.2811177065765	74352161	29131072	54.0198829114739	neartoXist	mediumexpressed	slowsilencing	SmcHD1_dependent
Lamp2	52.7627525178506	38401356	65081877	260.543499829976	farfromXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Lancl3	36.6709384435757	9199972	94283261	1.79776920311204	farfromXist	lowexpressed	mediumsilencing	SmcHD1_partially_dependent
Las1l	214.922804810633	95935312	7547921	145.390450720802	neartoXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Lpar4	35.3058868774263	106920624	3437391	24.5674973305951	neartoXist	lowexpressed	mediumsilencing	SmcHD1_not_dependent
Lrch2	31.1707321283716	147471693	43988460	40.9807306290305	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Mageb16	14.8437476842658	79623230	23860003	102.927656098443	neartoXist	highexpressed	fastsilencing	NA
Maged1	23.300797336249	94535473	8947760	31.4576048606209	neartoXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Maged2	14.7929668746283	150806420	47323187	12.3817418641525	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Mageh1	16.1989405308917	153036165	49552932	41.9462963835144	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_not_dependent
Magt1	22.574095447264	105968084	2484851	151.106445800368	neartoXist	highexpressed	fastsilencing	SmcHD1_partially_dependent
Mamld1	21.4764390816408	71050255	32432978	0.523663323010559	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_not_dependent
Maoa	43.2935318025658	16619697	86863536	154.97625201425	farfromXist	highexpressed	slowsilencing	SmcHD1_not_dependent
Map3k15	23.4235237461991	159988432	56505199	162.94283423907	farfromXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Map7d2	37.8321114108976	159414577	55931344	46.7875505618364	farfromXist	mediumexpressed	mediumsilencing	NA
Mbnl3	42.3042885624909	51113493	52369740	23.3755514171826	intermediatedistXist	lowexpressed	slowsilencing	SmcHD1_not_dependent
Mbtps2	47.8290564909161	157547821	54064588	186.766929451949	farfromXist	highexpressed	slowsilencing	SmcHD1_dependent
Mcf2	34.2007914854805	60055955	43427278	206.297348054487	intermediatedistXist	highexpressed	mediumsilencing	NA
Mecp2	45.2815198262542	74026823	29456410	14.6262280672387	neartoXist	lowexpressed	slowsilencing	SmcHD1_dependent
Med12	28.8030489633963	101274090	2209143	5.54918262631044	neartoXist	lowexpressed	mediumsilencing	SmcHD1_dependent
Med14	45.5644359688495	12675370	90807863	51.7686475560113	farfromXist	mediumexpressed	slowsilencing	SmcHD1_partially_dependent
Mid2	20.4268728467744	140678027	37194794	1.65022167641489	intermediatedistXist	lowexpressed	fastsilencing	SmcHD1_partially_dependent
Mmgt1	57.1828281202403	56585511	46897722	166.747701534308	intermediatedistXist	highexpressed	slowsilencing	SmcHD1_partially_dependent
Morc4	18.7844849286599	139821634	36338401	49.5351008945442	intermediatedistXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Morf4l2	NA	136732947	33249714	1791.76830378032	intermediatedistXist	highexpressed	NA	SmcHD1_dependent
Mospd1	23.0128529549463	53344593	50138640	106.662809572276	intermediatedistXist	highexpressed	fastsilencing	SmcHD1_not_dependent
Mospd2	34.9517898456469	164936170	61452937	205.966242536175	farfromXist	highexpressed	mediumsilencing	SmcHD1_partially_dependent
Mpp1	35.3676764273735	75109732	28373501	82.0665584078259	neartoXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
Msl3	34.64446405925	168653098	65169865	46.6986562049359	farfromXist	mediumexpressed	mediumsilencing	SmcHD1_dependent
Msn	14.4292472445333	96096044	7387189	46.082611073579	neartoXist	mediumexpressed	fastsilencing	SmcHD1_partially_dependent
Mtap7d3	20.6996777243377	56797952	46685281	70.9456005386518	intermediatedistXist	mediumexpressed	fastsilencing	NA
Mtcp1	42.4060441744953	75404846	28078387	140.941291145333	neartoXist	highexpressed	slowsilencing	NA
Mtm1	27.8164318952941	71210766	32272467	124.330219003285	intermediatedistXist	highexpressed	mediumsilencing	SmcHD1_not_dependent
Mtmr1	29.5080931355946	71364759	32118474	48.8739694886337	intermediatedistXist	mediumexpressed	mediumsilencing	SmcHD1_not_dependent
