Geneid	Chr	Start	End	Strand	Length	0h	24h	48h	72h	120h	168h	NPC
Rbm3	chrX;chrX;chrX;chrX	8138974;8142355;8142355;8142355	8145802;8145802;8145802;8145802	-;-;-;-	6829	0.466257013796098	0.421913919042914	0.327629153754736	0.227909459431864	0.0677066201400954	0.0305938081814235	0.0123604932799316
Tbc1d25	chrX;chrX	8154471;8154471	8176181;8176181	-;-	21711	0.558003346346905	0.47217917574133	0.400197628458498	0.179861328328641	0.118285091814504	0.0683014074603337	0.0315789473684211
Ebp	chrX	8185330	8193512	-	8183	0.647765928105176	0.566335174953959	0.388443935926773	0.215726020137785	0.077188688731419	0.0416508392070794	0.0185185185185185
Porcn	chrX;chrX;chrX;chrX	8193849;8193849;8193849;8193849	8206525;8206525;8206525;8206525	-;-;-;-	12677	0.464656427598516	0.361038961038961	0.194331983805668	0.162990196078431	0.127941176470588	0	0.0227272727272727
Ftsj1	chrX;chrX	8238667;8238667	8252406;8252406	-;-	13740	0.444643427071882	0.410019775873434	0.321493467162759	0.201167471819646	0.071975916803503	0.0587325686009896	0.0138888888888889
Lancl3	chrX	9199972	9268085	+	68114	0.701982450438739	0.493975903614458	0.370454545454545	0.143174460879526	0.0479035102691017	0.0109189378057303	0.000860585197934596
Xk	chrX	9272783	9313245	+	40463	0.433503767780386	0.331563789924883	0.312905372573046	0.212983242477235	0.0999527147047935	0.0591855610110124	0.0217391304347826
Sytl5	chrX;chrX	9885620;9885620	9998864;9998864	+;+	113245	0.523781676413255	0.240590717299578	0.267661691542289	0.105604526131533	0.0581421502474134	0.0128205128205128	0.0309361549497848
Rpgr	chrX;chrX;chrX;chrX;chrX;chrX	10158215;10158215;10158215;10160608;10180965;10207000	10216453;10216795;10216795;10216795;10216795;10216795	-;-;-;-;-;-	58581	0.577911175625939	0.493448551828763	0.45022752200141	0.339603653388186	0.154873490170265	0.0668090069272922	0.0110588235294118
Tspan7	chrX	10485115	10596604	+	111490	0.409795504630523	0.267823496436894	0.13474124023604	0.0603709256349473	0.0158445666940839	0.00480013772609985	0.00341939525835064
Bcor	chrX;chrX;chrX;chrX;chrX	12036737;12036737;12036737;12036737;12036737	12160355;12080553;12080553;12080553;12080553	-;-;-;-;-	123619	0.486449405355126	0.327029045475647	0.267478991596639	0.149089460371216	0.044000725551315	0.0245759339113769	0.0135902180868543
Atp6ap2	chrX	12587758	12617051	+	29294	0.454197173902905	0.379021626821534	0.29442591781775	0.204807928170376	0.0836925633585159	0.0415677757683244	0.0149642812382504
1810030O07Rik	chrX	12654883	12673546	-	18664	0.345440278491126	0.240086361081302	0.239655590981922	0.159491500851828	0.0419862914061767	0.0209940699234359	0.0134048257372654
Med14	chrX;chrX	12675370;12679743	12761973;12761973	-;-	86604	0.455090189346319	0.32431543388773	0.261803997086139	0.16745507171352	0.0417754225199143	0.0232683032441217	0.00704761142033396
Gm14634	chrX	12762277	12821492	+	59216	0.493051477784302	0.30856524427953	0.229133545310016	0.104047433659881	0.0373053509568493	0.0213303184473337	0.0141734052111411
5730405O15Rik	chrX	13042014	13045295	+	3282	0.37202380952381	0.353606237816764	0.242061553492916	0.171367521367521	0.0961538461538461	0.115591397849462	0.0526315789473684
Usp9x	chrX	13071497	13173327	+	101831	0.455021401318937	0.369785040062267	0.295370848700756	0.214769615449873	0.0866554488970752	0.051685159177574	0.0168103982093827
Ddx3x	chrX	13281021	13293983	+	12963	0.474660119156551	0.410805692825329	0.322176414189837	0.227503118048373	0.107512283620997	0.0891776160011412	0.0908663381342941
Cask	chrX;chrX;chrX;chrX	13517080;13517080;13517080;13517080	13846556;13846556;13846556;13846556	-;-;-;-	329477	0.505543518644831	0.374812069586483	0.244634461971923	0.113756476241444	0.0243345834286031	0.00732186864201064	0.00354445318646735
Maoa	chrX	16619697	16687812	+	68116	0.479664524727098	0.369653685501578	0.244582203636475	0.152373301574388	0.0501110473383942	0.0331284317730585	0.00842558825441671
Efhc2	chrX	17132048	17319368	-	187321	0.123243488266676	0.054367201426025	0.049628503883823	0.0485980362384857	0.0328328328328328	0.00682542864780234	0
Fundc1	chrX	17556568	17572297	-	15730	0.412763253449528	0.283374354902739	0.220581655480984	0.140786334737299	0.0375803252088826	0.0303635404042546	0.0100502512562814
Kdm6a	chrX	18162666	18279358	+	116693	0.460871761861497	0.445811907278598	0.42169189256321	0.375190398448973	0.25210554169385	0.161551517498126	0.0635113943478696
Chst7	chrX	20059569	20097520	+	37952	0.572146658781786	0.338392857142857	0.291827541827542	0.140942558111233	0.0455537370430987	0.00801139019932849	0.00354609929078014
Slc9a7	chrX	20105754	20291764	-	186011	0.528560580987858	0.372803496565873	0.231986029675375	0.130103616514319	0.0245530092799137	0.0179268982777438	0.00374064837905237
Rp2h	chrX;chrX;chrX;chrX;chrX	20364480;20364480;20364480;20364480;20364480	20400858;20405653;20405653;20400858;20400858	+;+;+;+;+	41174	0.491165085679315	0.38332417922664	0.228547895398327	0.120530674636412	0.0414798713896062	0.0199362318990415	0.00267379679144385
Jade3	chrX;chrX	20425687;20425687	20519939;20519939	+;+	94253	0.404502405425077	0.222339044592695	0.177914380446583	0.099484506988971	0.0306748920294614	0.0132038465757489	0.0102050364127073
Ndufb11	chrX	20615325	20617564	-	2240	0.495402298850575	0.417238901309486	0.314208702348864	0.205899770523355	0.0661695906432749	0.0327168131987409	0.0138888888888889
Rbm10	chrX;chrX;chrX	20617502;20617758;20617758	20650905;20650905;20650905	+;+;+	33404	0.508903565871781	0.42117774566474	0.289752269579935	0.243119690614529	0.0938585351622574	0.0606936317284331	0.0135746606334842
Uba1	chrX;chrX;chrX;chrX	20658301;20658301;20658503;20662895	20683179;20683179;20683179;20683179	+;+;+;+	24879	0.466353815937149	0.395947399816784	0.269097989881942	0.204100889512291	0.0852288453641078	0.0443373398066319	0.0152572768417794
Cdk16	chrX	20688492	20699877	+	11386	0.473355263157895	0.354666768194019	0.269910117056856	0.175331265914469	0.079871722316544	0.0621670289467745	0.0117972350230415
Usp11	chrX	20703908	20720539	+	16632	0.457854500313418	0.3266983590627	0.219853331046098	0.169345780910281	0.0483926109234539	0.019897735509827	0.00378746261368492
Araf	chrX;chrX	20848542;20848542	20852905;20860521	+;+	11980	0.483419211408772	0.382282800580039	0.289982559774965	0.202572769953052	0.0769781886254154	0.0391692599107022	0.0106635816053217
Syn1	chrX;chrX	20860510;20860510	20920918;20920918	-;-	60409	0.399427433408016	0.265225047838265	0.128763361773071	0.0544712335757112	0.0286828181565024	0.0155038759689922	0.00714285714285714
Timp1	chrX;chrX	20870165;20870165	20874737;20874737	+;+	4573	0.411324786324786	0.227906976744186	0.1375	0	0	0	0
Cfp	chrX	20925534	20931524	-	5991	0.541811983228183	0.433754385964912	0.26007326007326	0.214914922849292	0.0639769650805304	0.0526148606608377	0.0256410256410256
Elk1	chrX	20933394	20950608	-	17215	0.513814062715845	0.364298102823479	0.280683760683761	0.121397770520578	0.0672006362809789	0.0486719714271945	0.00727162903075922
Uxt	chrX	20951664	20961978	-	10315	0.437481246213858	0.348829307377292	0.252112454415457	0.175855790649004	0.0796774458282749	0.0603956228956229	0.00684931506849315
A230072C01Rik	chrX;chrX	20961675;20962113	20987349;20987349	+;+	25675	0.450134888935604	0.320016487779646	0.19567811559614	0.142743921253488	0.0327856180569359	0.0316046935473631	0.00152905198776758
Zfp182	chrX;chrX	21026183;21026183	21062038;21062038	-;-	35856	0.433902248428231	0.335537814219441	0.273517404854923	0.19639417882481	0.085553914225374	0.0490758988981639	0.00902623057956807
Zfp300	chrX	21079149	21089229	-	10081	0.559876365727429	0.260963455149502	0.165384615384615	0.054653371320038	0.0208333333333333	0	0
Klhl13	chrX;chrX	23219270;23219270	23285428;23365082	-;-	145813	0.547962007010358	0.458310762983091	0.381935341335886	0.313224766112763	0.184040929055562	0.1112802933616	0.032744053882553
Wdr44	chrX	23693116	23806001	+	112886	0.5	0.374481658692185	0.351461038961039	0.305626780626781	0.180928054491273	0.147772657450077	0.0909090909090909
Dock11	chrX	35888831	36076562	+	187732	0.409195470976608	0.281224784473606	0.136651217538439	0.0551185952592695	0.026002655320383	0.0166237299253926	0.0169606512890095
Il13ra1	chrX	36112138	36171261	+	59124	0.45791025221094	0.251582278481013	0.113756613756614	0.0590277777777778	0	0.00925925925925926	0
Pgrmc1	chrX	36598224	36606079	+	7856	0.499754901960784	0.35	0.0967369808833224	0.0527450980392157	0.020066889632107	0.0217787114845938	0
Akap17b	chrX	36608182	36645414	-	37233	0.464423288575831	0.325850647395363	0.143313916677219	0.0529642519353157	0.0296368980163447	0.0164438502673797	0.00495049504950495
Slc25a5	chrX	36795651	36798806	+	3156	0.528749608264691	0.481705049242762	0.515344961937301	0.545541518222405	0.487899719754558	0.543446568808292	0.473958333333333
Upf3b	chrX	37091833	37110322	-	18490	0.428307854507117	0.364774182532229	0.209917528655298	0.18015873015873	0.0781922043010753	0.0543360418845126	0.0169491525423729
Nkap	chrX	37126762	37150746	+	23985	0.525837796612113	0.465372453708379	0.369567850261492	0.257470133364465	0.130319054234119	0.0751825799211124	0.0317501374114908
Zbtb33	chrX;chrX	38189792;38189792	38197046;38197046	+;+	7255	0.445083014048531	0.345022624434389	0.212797619047619	0.0809990662931839	0.0463608854913203	0.0468384326355341	0
Lamp2	chrX;chrX;chrX	38401356;38405048;38419502	38456460;38456460;38456460	-;-;-	55105	0.497477107792849	0.350405303688264	0.243882424381678	0.190098565425183	0.0946335185043634	0.0749494646430352	0.0573969754725944
Cul4b	chrX;chrX	38531620;38531620	38576196;38576196	-;-	44577	0.436276223776224	0.179723502304147	0.160191441441441	0.163232600732601	0.0523088331764639	0.029708853238265	0
Gria3	chrX;chrX;chrX;chrX	41401300;41401300;41401300;41401528	41678601;41678601;41678601;41672466	+;+;+;+	277302	0.426277372262774	0.243027287803407	0.112022598870057	0.0577302283221078	0.0150175253347412	0	0.00170068027210884
Thoc2	chrX	41794993	41911901	-	116909	0.487881962002456	0.339740789282074	0.221492792921364	0.0812775057335895	0.0385444979820443	0.0531759428311152	0.0186589111822757
Xiap	chrX	42067835	42109664	+	41830	0.437348655495553	0.252243388922744	0.184487508768754	0.0956977099616611	0.0380150461005392	0.0277035569218613	0.0191727928690482
Stag2	chrX;chrX;chrX	42149411;42150700;42201854	42277186;42277186;42277186	+;+;+	127776	0.472258902932361	0.282510619686412	0.178419536115235	0.0853097927459919	0.0291144197754484	0.02377291029547	0.0191874751918748
Smarca1	chrX;chrX	47809369;47809369	47892552;47892552	-;-	83184	0.442577319587629	0.176960784313725	0.0445238095238095	0.0105820105820106	0	0.00555555555555555	0
Ocrl	chrX	47912455	47965866	+	53412	0.518533884074273	0.331501831501832	0.14669187343915	0.0669614237499337	0.0273292595818395	0.0264059219061613	0.00453862953862954
Xpnpep2	chrX;chrX	48108724;48108724	48136981;48136981	+;+	28258	0.431045261315329	0.153302635757383	0	0.0256410256410256	0	0.0196078431372549	0
Zdhhc9	chrX	48171970	48208702	-	36733	0.402129234452021	0.207495629370629	0.0743809054677354	0.0254607044433338	0.0165582136700258	0.0103370239111896	0.00217391304347826
Utp14a	chrX	48256933	48282449	+	25517	0.330395804682362	0.264232857297254	0.18420949087474	0.137167561595756	0.0778260693408624	0.072385259930809	0.101309506826554
Bcorl1	chrX	48341357	48406728	+	65372	0.373188405797101	0.165849314400039	0.0624846223242844	0.0247445374027653	0.0225857838649431	0.0223207512655325	0.00757024415999543
Elf4	chrX	48411048	48463132	-	52085	0.412129546475079	0.128387185291898	0.0574175824175824	0.0144927536231884	0.015089058524173	0.0058109950947467	0.0116079277551347
Aifm1	chrX;chrX	48474943;48474943	48513563;48513563	-;-	38621	0.431393697417137	0.204338930708357	0.0856539664586039	0.0432946732930358	0.0121934659380738	0.0115469056190573	0.000755287009063444
Zfp280c	chrX;chrX;chrX;chrX	48541625;48541625;48541625;48541625	48594452;48594373;48592133;48591761	-;-;-;-	52828	0.400688528780129	0.17059554244195	0.0771010115537658	0.028890156642395	0.00561217533182336	0.00218290130900482	0.00360595625665618
Slc25a14	chrX;chrX;chrX;chrX;chrX	48623577;48623577;48623577;48623673;48623673	48662298;48662298;48662298;48662298;48662298	+;+;+;+;+	38722	0.415983309143687	0.267143447906784	0.0983822042467138	0.0667839785486844	0.0156219199684605	0.00887205746390726	0
Rbmx2	chrX	48695003	48710719	+	15717	0.326785714285714	0.190662865288667	0.119964896884599	0.0605540639172098	0.0142674868990658	0.0114262689181292	0
Enox2	chrX;chrX;chrX;chrX;chrX;chrX	49009706;49009706;49009706;49009706;49009706;49009706	49288242;49288242;49288242;49288242;49288242;49288242	-;-;-;-;-;-	278537	0.462735486549049	0.303006871780801	0.162723681152684	0.0737964993881458	0.0148875632290738	0.00746274041461978	0.00225384445812714
Igsf1	chrX;chrX;chrX;chrX	49782536;49782536;49786348;49792966	49788243;49797745;49795364;49797745	-;-;-;-	15210	0.41025641025641	0.133333333333333	0.0960526315789474	0.0566448801742919	0	0	NA
Firre	chrX;chrX	50555743;50563119	50635258;50635258	-;-	79516	0.313323343737832	0.0822365827704566	0.0356472524007893	0.0209571647231096	0.010649582778852	0.0109387796166316	0.00495453405258713
2610018G03Rik	chrX	50841435	50891850	+	50416	0.557351629881556	0.238690317417978	0.0892530487804878	0.0516483516483516	0.0605711171754709	0.0714568655745126	0.0304626660558864
Mbnl3	chrX	51113493	51205832	-	92340	0.443027210884354	0.194623655913978	0.201680672268908	0.139182415498205	0.0494864612511671	0.0386002886002886	0.05
Hs6st2	chrX;chrX;chrX;chrX	51386636;51386636;51386636;51386636	51681602;51680477;51681602;51680477	-;-;-;-	294967	0.4967682833732	0.132707580479824	0.0619602026974403	0.0278785069315366	0.00933035864916532	0.00557188347877379	0.00739282661134434
Gpc4	chrX	52053017	52164923	-	111907	0.494550188251117	0.253997160574374	0.124956715277429	0.0430542635142164	0.0134895737967812	0.0100516859357992	0.00405369906072651
Gpc3	chrX	52272426	52613974	-	341549	0.458535031676462	0.177487587988016	0.0684032042328311	0.0238044776555456	0.00976219437940402	0.00336412318787532	0.00211786847022153
Kis2	chrX	52742562	52744593	-	2032	0.486748077792854	0.156329651656754	0.10458317615994	0.0435264116395145	0.0118225570202971	0	0
Phf6	chrX;chrX	52912213;52912213	52956961;52956961	+;+	44749	0.491204049262922	0.225899591521503	0.130567057912297	0.0493629071240747	0.0114987372989387	0.0101979520248946	0.00591851587484867
Hprt	chrX	52988077	53021660	+	33584	0.411401037678401	0.201571508176343	0.101933668341709	0.0537255824669827	0.0232412304467331	0.0137046845278257	0.00212765957446809
C430049B03Rik	chrX;chrX	53053111;53053111	53057190;53057190	-;-	4080	0.327452153110048	0.190091001011122	0.0892857142857143	0.0208333333333333	0.0133333333333333	0.00416666666666667	0.00943396226415094
Fam122b	chrX;chrX;chrX	53243414;53243414;53243414	53269805;53269805;53269805	-;-;-	26392	0.3728636769583	0.124716141809849	0.0647952757193568	0.0356959947736878	0.0163972204817441	0.00715494827938418	0.00513360036505603
Mospd1	chrX;chrX;chrX	53344593;53344593;53344593	53370559;53370559;53370559	-;-;-	25967	0.44261105737034	0.181333017077799	0.106541015699973	0.068319801038695	0.0208931727794962	0.00898277955521386	0.00385733784345143
Zfp449	chrX	56346399	56365674	+	19276	0.441808087156924	0.361540841584158	0.115868028279654	0.0653903891335041	0.0222816399286988	0.0204099628654071	0
6330419J24Rik	chrX	56374585	56378470	+	3886	0.403777727307139	0.201086956521739	0.109714584969887	0.0370582974563757	0.0144249512670565	0.00584795321637427	0
Ddx26b	chrX	56454838	56507843	+	53006	0.466784800299048	0.258787994964226	0.155943587588758	0.0941793167756029	0.0235216456715806	0.0102113647325941	0.0034826162665571
Mmgt1	chrX	56585511	56597919	-	12409	0.498361076274085	0.380784610293336	0.342164856822661	0.212190075103561	0.0904252040720701	0.0648982732100429	0.0131879243102701
Slc9a6	chrX	56609834	56664230	+	54397	0.409890931999843	0.258658590125784	0.132753573901109	0.0585655514747629	0.0257477182637383	0.0212079438578462	0.00393678105736178
Fhl1	chrX;chrX;chrX;chrX	56731760;56731956;56779682;56786526	56793346;56793346;56793346;56793346	+;+;+;+	61587	0.392646977946433	0.147389091763959	0.0349030463917396	0.0190424896511559	0.00449520861023426	0.00298889904401448	0.00118764845605701
Mtap7d3	chrX	56797952	56822325	-	24374	0.62275467519685	0.247956730769231	0.14927241684764	0.0610507462927518	0.00968106710975722	0.00268817204301075	0
Htatsf1	chrX;chrX	57053569;57053833	57067182;57067182	+;+	13614	0.457875008519049	0.295031304881867	0.193271814238871	0.117504648110803	0.0382359998541619	0.0277956037366839	0.005
Arhgef6	chrX	57231484	57338729	-	107246	0.457354586129754	0.153186274509804	0.0606617647058824	0.0469553939703193	0.035389616634928	0.0116763250509381	0
Rbmx	chrX;chrX;chrX	57383347;57386029;57386029	57393036;57393036;57393036	-;-;-	9690	0.438116405879564	0.203291445073738	0.0755403548225887	0.0361308282604754	0.0116100961678938	0.0127654574956678	0.0045048524127741
Gm364	chrX	57409148	57488771	+	79624	0.384324977348233	0.135262934690416	0.0445521202784843	0.012726093518197	0.0145619757688723	0.00809652284351079	0.027027027027027
Zic3	chrX	58030627	58036630	+	6004	0.469647998021865	0.28153636884307	0.126086956521739	0.0784188034188034	0.0315561768986923	0	0
Fgf13	chrX;chrX;chrX	59062145;59062145;59062145	59166088;59585572;59134436	-;-;-	523428	0.433105119795051	0.17487778889404	0.104919708029197	0.0348840129128891	0.0111762931031968	0.0078926445240235	0.00387753877538775
Mcf2	chrX;chrX;chrX	60055955;60055955;60055955	60147700;60179089;60147700	-;-;-	123135	0.434425934661106	0.231894861626593	0.137675831898696	0.07572088037689	0.0766018041612893	0.0808109790990843	0.0706611570247934
Atp11c	chrX;chrX	60223289;60223289	60403981;60403981	-;-	180693	0.478222457013549	0.322027912897018	0.202299247562649	0.0935518951251794	0.0286057221079451	0.0219463387818299	0.00390879751856085
Fmr1	chrX;chrX	68678540;68678540	68717961;68717961	+;+	39422	0.506470238915812	0.363983894317771	0.231363135761765	0.136384947381214	0.0548355222508054	0.03196284491644	0.00430023455824863
Fmr1nb	chrX;chrX;chrX	68761838;68761838;68761838	68804560;68804560;68804560	+;+;+	42723	0.338830456435141	0.13145923686862	0.0355028165998509	0.0173709101333974	0.0102374512036171	0.0043859649122807	0.02
Aff2	chrX	69360330	69868037	+	507708	0.432195429291483	0.211899610148749	0.109505153854931	0.0439406252851538	0.00920520961012712	0.00472305724521394	0.00216673445686851
Ids	chrX	70343069	70365085	-	22017	0.578240219045924	0.39305371498014	0.197861405835544	0.0807751728416917	0.0215226446401894	0.0126875136134853	0.00390625
1110012L19Rik	chrX	70385912	70389416	+	3505	0.555984555984556	0.324663939216832	0.0784313725490196	0.0848924022837066	0.0151515151515152	0	0
BC023829	chrX	70460055	70477043	-	16989	0.467404817404817	0.29321572341937	0.113134444013948	0.0218499042028454	0.00628726287262873	0.00684252597921663	0.00581395348837209
Mamld1	chrX;chrX	71050255;71050255	71154717;71154717	+;+	104463	0.60870765832106	0.359601449275362	0.0863354037267081	0.0308771929824561	0.0171937468868877	0.00581707394531534	0.00242130750605327
Mtm1	chrX;chrX;chrX;chrX;chrX	71210766;71215005;71215005;71215005;71215081	71315295;71315295;71260810;71315295;71315295	+;+;+;+;+	104530	0.500624350612771	0.306528892933032	0.133920649004944	0.0749327007486276	0.0275916910930476	0.028041985187641	0.00520833333333333
Mtmr1	chrX	71364759	71419196	+	54438	0.490417362270451	0.36854679746282	0.129730484569194	0.0680253283504244	0.0335387595273984	0.0188232857632944	0.00347222222222222
Cd99l2	chrX;chrX	71420059;71420059	71492849;71492849	-;-	72791	0.382967032967033	0.123250234361345	0.0606741744258698	0.0246906457316582	0.0053888757678618	0.00636156035693124	0.000869565217391304
Hmgb3	chrX	71555992	71560654	+	4663	0.551592193117617	0.358670957970466	0.158326530612245	0.0495761744533444	0.0220155886776973	0.015234953995022	0.004
Vma21	chrX;chrX;chrX	71816079;71816757;71816757	71824706;71824706;71824706	+;+;+	8628	0.488314416273585	0.383645349080705	0.27037037037037	0.164542523061793	0.052875135561471	0.0298504581714554	0.00617283950617284
Prrg3	chrX	71963020	71972728	+	9709	0.336188811188811	0.121697154471545	0.0106382978723404	0.0469556243550052	0.0101010101010101	0	0
Gabre	chrX	72257431	72274721	-	17291	0.379992319508449	0.0972222222222222	0.0170454545454545	0.0124410124410124	0	0.00505050505050505	0
Gabra3	chrX	72432675	72656246	-	223572	0.214595660749507	0.071826865944513	0.0255797598627787	0.00911157807709532	0.00184603756032327	0.00535113035113035	0
Nsdhl	chrX	72918520	72958528	+	40009	0.524623392853094	0.299241587511965	0.237753300552607	0.109857881305174	0.0304872967741584	0.0278550881981695	0.00307881773399015
Zfp185	chrX;chrX	72987338;72987338	73031543;73031543	+;+	44206	0.451015659652526	0.19988489294772	0.110876734436122	0.0460202777676242	0.011512619291351	0.00675186652189727	0.0024390243902439
Pnma5	chrX	73033980	73037103	-	3124	0.374522770657213	0.177452424268677	0.0791439806412583	0.0939240163914078	0.150398620986856	0.118958694588947	0.481818181818182
Zfp275	chrX;chrX	73342619;73342620	73359080;73359079	+;+	16462	0.520603996726591	0.397223800056802	0.220773126768956	0.104266508139748	0.0297595588522355	0.0250643843912458	0.00191570881226054
Haus7	chrX;chrX	73437314;73437314	73459029;73459029	-;-	21716	0.523644716055542	0.405353225098728	0.308525867536468	0.140872856530571	0.057523616734143	0.0328332730953338	0.0032258064516129
Dusp9	chrX	73639440	73643514	+	4075	0.528271983640082	0.189335212591027	0.144747725392887	0.0437559740628794	0.0302818772806523	0.0149799442956845	0
Slc6a8	chrX;chrX;chrX	73673132;73673132;73673132	73682500;73682500;73682500	+;+;+	9369	0.386145022461507	0.259041497305984	0.205831522812562	0.127998950367371	0.0664728256894156	0.0352650373859282	0
Bcap31	chrX	73686182	73716175	-	29994	0.463318452380952	0.274073580510148	0.194302023516544	0.134465966816708	0.0557511368117429	0.0346871886190108	0.00454665700800795
Abcd1	chrX	73716596	73738287	+	21692	0.388405797101449	0.155594405594406	0.134234234234234	0.13833380242049	0.0516635176209644	0.0635027425036676	0.01
Idh3g	chrX	73778962	73786897	-	7936	0.504230821118435	0.442105683474372	0.377511658477043	0.248578202660308	0.154622946222303	0.087062642660755	0.0123986172051589
Ssr4	chrX;chrX	73787027;73787142	73790828;73790828	+;+	3802	0.502529447296889	0.427296964725185	0.386247947454844	0.250895677733844	0.113743220900907	0.080429797582079	0
Pdzd4	chrX;chrX	73793356;73793356	73824969;73824969	-;-	31614	0.409746877054569	0.22972191323693	0.16362420329095	0.0780531380945803	0.0378654970760234	0.0205921003228955	0.00378787878787879
L1cam	chrX	73853779	73880834	-	27056	0.525	0.229945054945055	0.128968253968254	0.0526680526680527	0.037037037037037	0.0155038759689922	0
Arhgap4	chrX;chrX;chrX	73894351;73894351;73894351	73911298;73911298;73911298	-;-;-	16948	0.489269331585845	0.334744965179748	0.212365591397849	0.138858593776627	0.0408085430968726	0.0658739475095286	0.015625
Naa10	chrX;chrX	73916869;73916869	73921944;73921944	-;-	5076	0.448581226212458	0.400983633658456	0.247427815075596	0.15391630053212	0.0817228570085108	0.0431013431013431	0.0199692780337942
Renbp	chrX;chrX	73922120;73922120	73930850;73930850	-;-	8731	0.48351185828616	0.363565832315832	0.216812130829587	0.196086236654188	0.0770496547777406	0.0486823255382522	0.0116279069767442
